"","sessionid","treatmentnumber","subjects","period","subject","group","profit","totalprofit","contribution_id","income","strategic_ability","timecalculercontrolreppggok","timeokcontrolreppggok","timecalculerrepeatedpggok","timeokrepeatedpggok","sumc_rep","roundprofit","timecontinuerrepeatedpggfeedback","gamepaid","paypgg","paytask","finalprofit","moneyearned","crtscore","paycrt","mycontrib","sumcont_one","sm","paypggone","type","unassigned","winrace","payrace","bilevel","maxint","choiceguess","payguess","target","p","guessability","gr_one","ap","unco_cont","cond1","cond2","cond3","cond4","cond5","cond6","cond7","cond8","cond9","cond10","cond11","cond12","cond13","cond14","cond15","cond16","cond17","cond18","cond19","cond20","cond21","timeokcontrolonepggok","timeokoneshotpgguncook","timeokoneshotpggcondok","avg_cond","cov","sum_square1","sum_square2","avg_bench","d1","d2","var_cond","cor","othercont","mycond","ca","cb","cc","gr_guess","ce","timeokguessinggameok","cg","distance","winguess","cj","sessiontarget","cl","age","gender","study","yearstudy","nation","difficultexp","strategy","strategy1","strategy2","strategypartner","risk","session","id","idgroup","hetero","female","groupcont","avg_cont_all","avg_cont_type","avg_cont_ability","otherCC","CC","n_cc","cumability","bin_strategic_ability","n_H","avg_cont_prefgroup","avg_cont_abgroup","groupcompo","allCC","allH","dif_cont","othercont_rep","mincont","medcont","repothercont","otherH","periodsq","minab","maxab","decile","quartile","avgsm","FR","n_low","n_fr","allFR","allLow","fieldstudy","nationality","avg_cont_compo","condition","sum_contribution_g","avg_contribution_g","avg_contr_g_others","roundprofit_id","grouptype","group_ability_cont","group_ability_cat","group_ability_bin"
"21","160321_1143",2,"subjects",1,8,8,"0","0",20,23.4,29.1518737672584,"59","43","4",2,39,23.4,-2,NA,NA,NA,10.16,10.16,0,0,200,320,1,"192","CondCoop",NA,1,200,1,5,10,200,2311111111111110,"0.6666666666666666",0.674556213017751,8,1,100,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,1,39,33,"100",77000,77000,77000,100,"100",100,"3850",1,120,200,320,200,"192",2,10,43,2311111111111110,1311111111111110,1,200,23.75,"0.6745562130177515",23,"Femme","Droit, Sciences politiques","Master 1","Francaise","1 (Difficile)","cooperer","",NA,"cooperation",5,1,8,"8",NA,1,13,10.472222328186,12,9.52777767181396,0,1,1,0.22395832836628,0,0,9.17777824401855,8.06666660308838,3,0,0,10,19,4,15,19,0,1,20.0788955688477,29.1518745422363,3,1,100,0,3,1,0,1,2,3,9.00925922393799,"STRAT",39,13,9.5,23.4,"grouptype_is_mixed",25.2991452991453,"LOW","LOW_STRAT"
"22","160323_1155",1,"subjects",1,15,8,"0","0",10,40,44.4444444444444,"74","37","0",7,50,40,8,NA,NA,NA,15325,15325,1,100,100,300,0,"280","Freerider",1,1,200,5,5,100,0,3688888888888880,"0.6666666666666666",0,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-220,36,68,"0",0,0,77000,100,"0",100,"0",0,40,0,300,100,"280",6,100,48,3688888888888880,6311111111111110,0,0,2933333333333330,"0",19,"Homme","Droit, Sciences politiques","Licence 2","Francaise","4","Jouer la conciliation et, si cela ne marche pas, faire du \""tit-for-tat\""","",NA,"En conciliation, sauf la ou les deux dernières périodes",3,4,87,"32",1,0,16.6666660308838,9.20833301544189,15,10.2702703475952,0,0,0,0.546875,1,2,7.85416650772095,10.5614032745361,3,0,0,0,40,20,20,40,1,1,43.3333320617676,81.2121200561523,6,3,0,1,1,2,0,0,2,3,9.00925922393799,"PREF",50,16.6666666666667,20,40,"grouptype_is_mixed",56.3299663299663,"HIGH","HIGH_STRAT"
"23","160321_1553",2,"subjects",1,9,6,"0","0",10,22,25.4082998661312,"0","58","0",6,20,22,11,NA,NA,NA,8959999999999990,8959999999999990,1,100,60,240,0,"284","CondCoop",NA,1,200,2,5,65,0,2444444444444440,"0.6666666666666666",0.0289156626506024,1,0,60,0,0,0,0,0,0,0,30,30,30,50,50,50,50,50,50,30,50,50,30,30,-46,-31,-70,"2761904761904760",20700,9380952380952370,77000,100,"238095238095238",100,"4690476190476180",0.770196458196097,380,30,240,60,"284",2,65,4,2444444444444440,4055555555555550,0,0,3141666666666660,"0.02891566265060241",22,"Homme","Economie et Gestion, Math-Eco","Master 1","Francaise","4","Tenter d'instaurer une cagnotte haute dès le début, en jouant entre 10 et 15.","",NA,"J'espérais qu'il ferait la même chose, mais un joueur n'a rien mis dans le pot pendant longtemps...",4,3,57,"22",NA,0,6.66666650772095,10.472222328186,12,9.52777767181396,0,1,1,0.19270832836628,0,0,9.17777824401855,8.06666660308838,3,0,0,4,10,0,10,10,0,1,25.4083003997803,39.8661308288574,2,1,27.619047164917,0,3,1,0,1,3,3,9.00925922393799,"STRAT",20,6.66666666666667,5,22,"grouptype_is_mixed",30.2275769745649,"LOW","LOW_STRAT"
"24","160321_1405",2,"subjects",1,7,3,"0","0",5,26.4,59.2617702448211,"0","68","0",20,14,26.4,14,NA,NA,NA,13115,13115,2,200,20,120,0,"252","Freerider",NA,1,200,3,5,5,200,2333333333333330,"0.6666666666666666",0.511186440677966,2,0,20,0,0,10,10,10,10,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,65,26,38,"5714285714285710",-4600,1314285714285710,77000,100,"-5714285714285710",100,"6571428571428570",-0.457264594180338,100,0,120,20,"252",5,5,84,2333333333333330,1833333333333330,1,200,2502777777777770,"0.5111864406779663",19,"Homme","Droit, Sciences politiques","Licence 2","Francaise","4","ne rien donner","",NA,"commencer par donner un peu et assez vite comprendre qu'il valait mieux ne rien donner",5,2,31,"11",NA,0,4.66666650772095,10.472222328186,6.86666679382324,11.4166669845581,1,0,1,0.770833313465118,1,2,9.17777824401855,10.5614032745361,3,0,0,0,12,2,2,12,1,1,32.4369125366211,59.2617683410645,8,4,5.7142858505249,1,1,1,0,0,2,3,9.00925922393799,"STRAT",17,5.66666666666667,6,25.2,"grouptype_is_mixed",48.9642184557439,"HIGH","HIGH_STRAT"
"25","160324_1558",0,"subjects",1,5,2,"0","0",0,44,38.2450832072617,"0","28","-9",-12,40,44,15,NA,NA,NA,18145,18145,0,0,100,320,0,"292","Freerider",NA,1,200,2,5,20,0,2777777777777770,"0.6666666666666666",0.747352496217852,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,-27,-16,2,"1904761904761900",34000,3238095238095230,77000,100,"8095238095238090",100,"1619047619047610",0.680908484039055,120,100,320,100,"292",7,20,66,2777777777777770,7777777777777770,0,0,2927777777777770,"0.7473524962178519",21,"Homme","Economie et Gestion, Math-Eco","Licence 3","Francaise","5 (Facile)","Je ne donne rien, car je suppose qu'aucun des autres membres ne donnera. et Si c'est le cas c'est tant mieux pour moi.","",NA,"Exactement comme sa s'est déroulé, au début ils donnent, puis arriver à la fin ils ont en surement assez de se faire avoir et ils ne donnent donc plus rien.",8,7,149,"50",NA,0,13.3333330154419,9.54166698455811,3.91666674613953,9.15999984741211,2,0,2,0.390625,0,1,10.3541669845581,9.89583301544189,3,0,0,-10,40,20,20,40,1,1,38.2450828552246,54.5234489440918,4,2,19.0476188659668,1,2,1,0,0,3,3,9.00925922393799,"RAND",40,13.3333333333333,20,44,"grouptype_is_mixed",44.0376533871239,"MEDIUM","HIGH_STRAT"
"26","160324_1558",0,"subjects",1,8,3,"0","0",0,38,44.5990922844176,"66","18","-53",-69,30,38,15,NA,NA,NA,17685,17685,0,0,120,370,0,"302","CondCoop",NA,1,200,2,5,27,200,2377777777777770,"0.6666666666666666",0.937972768532527,2,0,120,0,0,0,0,0,0,0,70,80,90,100,80,80,80,80,80,80,80,80,80,100,-26,0,-153,"5523809523809520",4139999999999990,3292380952380950,77000,100,"4476190476190470",100,"1646190476190470",0.822242533128492,250,100,370,120,"302",3,27,87,2377777777777770,3222222222222220,1,200,2927777777777770,"0.9379727685325265",24,"Femme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 2","Autre Non-Européenne","4","mettre a contribution entre 0 et 10 jetons. pas plus","",NA,"pareil entre 0 et 10 jetons",7,7,152,"51",NA,1,10,9.54166698455811,12.4399995803833,9.95652198791504,1,1,2,0.552083313465118,1,2,10.3541669845581,10.5614032745361,3,0,0,-12,30,10,10,30,1,1,6.66666650772095,53.7098655700684,6,3,55.238094329834,0,1,0,0,0,4,2,9.00925922393799,"RAND",30,10,15,38,"grouptype_is_mixed",34.9918753852188,"LOW","LOW_STRAT"
"27","160329_1355",0,"subjects",1,9,3,"0","0",0,35,12.5731473885699,"-45","-193","13",8,25,35,17,NA,NA,NA,16.17,16.17,0,0,50,200,0,"270","Freerider",NA,1,200,1,5,60,200,4933333333333330,"0.6666666666666666",0.177194421657096,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,14,-1,"0",0,0,77000,100,"0",100,"0",0,170,0,200,50,"270",6,60,84,4933333333333330,1066666666666660,1,200,3213888888888880,"0.177194421657096",20,"Femme","Autres","Licence 2","Francaise","2","Dans la tâche 5, j'ai essayé de tester avec plusieurs nombres dans le calculateur. J'ai remarqué que si je mettais 0 et que les autres participants misaient un nombre élevé en tout, nous gagnions beaucoup plus de jetons.","En revanche, quand je misais haut, nous gagnions moins de jetons.",NA,"Je pensais que les autres allaient misaient haut",10,8,177,"59",NA,1,8.33333301544189,9.54166698455811,3.91666674613953,9.15999984741211,0,0,0,0.078125,0,0,7.85416650772095,8.06666660308838,3,0,0,-5,25,5,5,25,0,1,12.5731477737427,21.7154312133789,1,1,0,1,3,1,0,1,1,3,9.00925922393799,"RAND",25,8.33333333333333,12.5,35,"grouptype_is_mixed",18.6680035244432,"LOW","LOW_STRAT"
"28","160324_1558",0,"subjects",1,18,6,"0","0",10,22,72.1129601613717,"90","40","19",16,20,22,12,NA,NA,NA,18335,18335,3,300,10,270,0,"352","Others",NA,1,200,5,5,60,0,4333333333333330,"0.6666666666666666",0.16338880484115,8,0,10,0,10,20,30,40,50,60,70,80,90,90,50,50,50,50,50,50,50,50,50,50,-240,37,-12,"4952380952380950",11000,1009523809523810,77000,100,"0.4761904761904745",100,"5047619047619050",0.394538182383519,260,50,270,10,"352",4,60,46,4333333333333330,1666666666666660,0,0,2927777777777770,"0.1633888048411498",21,"Femme","Economie et Gestion, Math-Eco","Licence 3","Francaise","4","je voulais mettre un nombre de jetons légèrement inférieur à celui des autres participants en fonction du résultat à la période précédente","",NA,"je pensais qu'ils allaient aussi se baser sur les gains des périodes précédentes mais ils ont souvent mis 0 jetons",4,7,162,"54",NA,1,6.66666650772095,9.54166698455811,10,9.95652198791504,1,0,1,0.869791686534882,1,1,9.17777824401855,9.89583301544189,3,0,0,9,10,0,10,10,0,1,21.1901168823242,72.1129608154297,9,4,49.523811340332,0,2,1,0,0,3,3,9.00925922393799,"RAND",20,6.66666666666667,5,22,"grouptype_is_mixed",41.6271642292822,"MEDIUM","LOW_STRAT"
"29","160321_1405",2,"subjects",1,13,4,"0","0",12,25,44.1280602636535,"0","83","0",23,25,25,-9,NA,NA,NA,10775,10775,1,100,0,125,1,"275","Freerider",NA,1,200,3,5,50,0,2333333333333330,"0.6666666666666666",0.390508474576271,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-269,20,16,"0",0,0,77000,100,"0",100,"0",0,125,0,125,0,"275",5,50,76,2333333333333330,2666666666666660,0,0,2502777777777770,"0.3905084745762713",20,"Homme","Autres","Licence 2","Francaise","3","Tester les gens au début mais si ils ne partagent pas je n'investit rien","",NA,"Ceux qui ne conaissent pas le jeu participent à la cagnote commune au début, ceux qui le conaissent bien ne donnent rien dès le départ et récupèrent les bénéfices communs",7,2,37,"12",NA,0,8.33333301544189,10.472222328186,6.86666679382324,11.4166669845581,1,0,1,0.526041686534882,1,2,9.17777824401855,10.5614032745361,3,0,0,10,14.9999990463257,0,10,14.9999990463257,1,1,24.128059387207,47.0659141540527,6,3,0,1,1,2,0,0,1,3,9.00925922393799,"STRAT",27,9,7.5,24.2,"grouptype_is_mixed",38.4406779661017,"MEDIUM","LOW_STRAT"
"30","160324_1558",0,"subjects",1,1,1,"0","0",0,32,59.468818288788,"66","49","9",4,20,32,-7,0,0.5,0,17515,17515,2,200,40,240,0,"304","Freerider",1,1,200,3,5,47,0,2711111111111110,"0.6666666666666666",0.517397881996974,5,0,40,0,0,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,-38,-28,2,"1571428571428570",6799999999999990,9142857142857140,77000,100,"4285714285714280",100,"4571428571428570",0.810443200858753,200,20,240,40,"304",2,47,80,2711111111111110,1988888888888880,0,0,2927777777777770,"0.5173978819969742",20,"Homme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","cotiser le moins possible pour la caisse commune","",NA,"je pensais qu'ils mettraient de moins en moins au fil des périodes, ce qui a été le cas",7,7,145,"49",1,0,6.66666650772095,9.54166698455811,0,9.95652198791504,1,0,1,0.776041686534882,1,2,9.17777824401855,10.5614032745361,3,0,0,-4,20,0,0,20,1,1,12.1129598617554,59.4688186645508,8,4,15.7142858505249,1,1,1,0,0,3,3,9.00925922393799,"RAND",20,6.66666666666667,10,32,"grouptype_is_mixed",40.3440354121141,"MEDIUM","LOW_STRAT"
"31","160321_1405",2,"subjects",1,21,7,"0","0",20,13.2,31.1111111111111,"0","67","14",9,22,13.2,0,NA,NA,NA,10.24,10.24,1,100,150,235,0,"191","CondCoop",NA,1,200,3,5,100,0,3822222222222220,"0.6666666666666666",0,7,0,150,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,150,150,150,150,150,-16,-17,4,"9285714285714280",64000,5542857142857140,77000,100,"5714285714285710",100,"2771428571428570",0.979642839876203,85,150,235,150,"191",6,100,71,3822222222222220,6177777777777770,0,0,2502777777777770,"0",20,"Homme","Economie et Gestion, Math-Eco","Licence 1","Francaise","5 (Facile)","J'ai tenté de motiver le groupe en donnant beaucoup durant les 2 premières phases, mais les autres n'ont donné que 2 et 0 respectivement. Voyant qu'il ne cherchait pas à prendre part à la cagnotte je n'ai mis que des 0 par la suite.","",NA,"Je pensais qu'ils allaient au moins tenter de jouer le jeu.",6,2,45,"15",NA,0,7.33333349227905,10.472222328186,12,9.52777767181396,0,1,1,0.270833343267441,0,0,9.17777824401855,8.06666660308838,3,0,0,5,2.00000047683716,0,2,2.00000047683716,0,1,30.4180793762207,31.1111106872559,3,2,92.8571395874023,0,3,2,0,1,3,3,9.00925922393799,"STRAT",22,7.33333333333333,1,13.2,"grouptype_is_mixed",30.7746390458255,"LOW","LOW_STRAT"
"32","160324_1558",0,"subjects",1,3,1,"0","0",20,12,49.4503277861826,"0","55","0",25,20,12,13,NA,NA,NA,12415,12415,0,0,200,380,1,"228","CondCoop",NA,1,200,3,5,25,200,32,"0.6666666666666666",0.883509833585477,7,1,50,0,0,0,0,0,0,0,50,60,70,80,100,110,120,130,130,130,200,200,200,200,-17,20,39,"8476190476190470",90900,1137238095238090,77000,100,"1152380952380950",100,"5686190476190470",0.971388194297013,180,200,380,200,"228",1,25,29,32,7,1,200,2927777777777770,"0.8835098335854766",18,"Femme","Economie et Gestion, Math-Eco","Licence 1","Francaise","4","J'ai voulu que tout le monde investisse le montant maximal (20) car c'était preferable pour tout la monde donc pendant les premières periodes, j'ai misé 20 mais les autres zero, mais j'ai continué pensant les encourager,","rien à faire (il n'avaient surement pas reflechi à la meilleurs strategie..) du coup j'ai misé de tout petits montant le reste des periodes car miser tout laors qu'ils ne misait rien m'etait defavorable et leur etait plus favorable, dommage.",NA,"Je pensais bien qu'au debut,ils ne miseraient pas beaucoup mais j'ai pensé que mes mises les encourageraient, ce n'était pas le cas.",9,7,147,"49",NA,1,6.66666650772095,9.54166698455811,12.4399995803833,9.95652198791504,0,1,1,0.630208313465118,1,2,9.17777824401855,10.5614032745361,3,0,0,15,-4.76837158203125e-07,0,0,-4.76837158203125e-07,1,1,12.1129598617554,59.4688186645508,7,3,84.7619018554688,0,1,1,0,0,3,3,9.00925922393799,"RAND",20,6.66666666666667,0,12,"grouptype_is_mixed",40.3440354121141,"MEDIUM","LOW_STRAT"
"33","160321_1405",2,"subjects",1,11,7,"0","0",0,33.2,30.7947269303201,"82","44","0",26,22,33.2,14,NA,NA,NA,11.44,11.44,1,100,0,235,1,"341","Freerider",NA,1,200,1,5,50,200,3822222222222220,"0.6666666666666666",0.390508474576271,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-144,-15,81,"0",0,0,77000,100,"0",100,"0",0,235,0,235,0,"341",6,50,59,3822222222222220,1177777777777770,1,200,2502777777777770,"0.3905084745762713",20,"Femme","Autres","Licence 3","Francaise","3","mettre 0 tout le temps","",NA,"comme moi, à peu près",7,2,35,"15",NA,1,7.33333349227905,10.472222328186,6.86666679382324,9.52777767181396,1,0,1,0.260416656732559,0,0,9.17777824401855,8.06666660308838,3,0,0,0,22,2,2,22,0,1,30.4180793762207,31.1111106872559,3,2,0,1,3,2,0,1,1,3,9.00925922393799,"STRAT",22,7.33333333333333,11,33.2,"grouptype_is_mixed",30.7746390458255,"LOW","LOW_STRAT"
"34","160323_1352",1,"subjects",1,9,6,"0","0",10,28,40.0539811066127,"-46","-117","0",-8,30,28,2,NA,NA,NA,13.22,13.22,0,0,50,180,0,"258","Others",0,1,200,2,5,33,200,2622222222222220,"0.6666666666666666",0.801619433198381,6,0,50,200,190,180,170,160,150,140,130,120,110,100,90,80,70,60,50,40,30,20,10,0,-55,-84,3,"100",-77000,77000,77000,100,"-100",100,"3850",-1,100,0,180,50,"258",2,33,46,2622222222222220,6777777777777770,1,200,2483333333333330,"0.8016194331983806",20,"Homme","Autres","Licence 1","Francaise","3","Si tout le monde contribué 10 , on aurait fait des bénéfices, mais par manque de confiance , les  gens mettent 0","",NA,"Ils ne réfléchisse pas, le groupe ne prenait pas de risque de perdre des points",7,5,105,"38",0,0,10,9.20833301544189,11.6666669845581,8.08571434020996,0,0,0,0.442708343267441,0,2,7.85416650772095,10.5614032745361,3,0,0,5,20,0,10,20,2,1,40.0539817810059,60.6567687988281,5,2,100,0,1,0,0,0,1,3,9.00925922393799,"PREF",30,10,10,28,"Others",48.349077822762,"MEDIUM","HIGH_STRAT"
"35","160329_1355",0,"subjects",1,17,6,"0","0",10,31,33.5283930361863,"-31","-117","0",8,35,31,11,NA,NA,NA,14.15,14.15,1,100,150,360,1,"266","CondCoop",NA,1,200,1,5,50,100,40,"0.6666666666666666",0.472518457752256,5,1,90,70,90,90,90,50,80,90,100,100,100,90,100,100,100,120,150,150,150,150,150,150,-347,34,-16,"1080952380952380",33100,1832380952380950,77000,100,"419047619047619",100,"9161904761904760",0.88120052429306,210,150,360,150,"266",7,50,68,40,10,1,100,3213888888888880,"0.4725184577522559",22,"Homme","Economie et Gestion, Math-Eco","Licence 2","Francaise","2","Au départj'ai contribuer 10 pour voir combien j'ai de gain et par la suite j'augmentais ou diminuais la valeur à contribuer.","",NA,"pas mal",6,8,185,"62",NA,0,11.6666669845581,9.54166698455811,12.4399995803833,9.15999984741211,1,1,2,0.3125,0,1,10.3541669845581,9.89583301544189,3,0,0,1,25,10,10,25,1,1,28.8888893127441,55.5555572509766,4,2,108.095237731934,0,2,1,0,0,3,3,9.00925922393799,"RAND",35,11.6666666666667,12.5,31,"grouptype_is_mixed",39.3242791602103,"MEDIUM","LOW_STRAT"
"36","160321_1405",2,"subjects",1,16,7,"0","0",2,31.2,30.4180790960452,"54","9","0",23,22,31.2,16,NA,NA,NA,7.74e+15,7.74e+15,0,0,0,210,1,"326","Freerider",NA,1,200,2,5,45,200,3177777777777770,"0.6666666666666666",0.512542372881356,4,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,22,98,"0",0,0,77000,100,"0",100,"0",0,210,0,210,0,"326",4,45,84,3177777777777770,1322222222222220,1,200,2502777777777770,"0.512542372881356",22,"Homme","Economie et Gestion, Math-Eco","Licence 2","Francaise","4","participer le moins possible au pot pour  récolter plus. Tenter de stimuler le pot lorsque les 2 autres ont compris. Cela a  seulement fonctionner pour un tour.","",NA,"de manière plus réfléchis car ils auraient fait des gains s'ils participaient au pot, c'est juste qu'ils en gagnaient moins que moi...",8,2,40,"15",NA,0,7.33333349227905,10.472222328186,6.86666679382324,9.52777767181396,1,0,1,0.23958332836628,0,0,9.17777824401855,8.06666660308838,3,0,0,-1,20,0,2,20,0,1,30.4180793762207,31.1111106872559,3,1,0,1,3,2,0,1,3,3,9.00925922393799,"STRAT",22,7.33333333333333,10,31.2,"grouptype_is_mixed",30.7746390458255,"LOW","LOW_STRAT"
"37","160324_1558",0,"subjects",1,19,7,"0","0",5,28.2,17.7777777777778,"77","61","14",11,22,28.2,2,NA,NA,NA,15905,15905,1,100,200,260,1,"156","CondCoop",NA,1,200,1,5,67,0,2711111111111110,"0.6666666666666666",0,3,1,0,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,41,28,16,"100",77000,77000,77000,100,"100",100,"3850",1,60,200,260,200,"156",8,67,16,2711111111111110,3988888888888880,0,0,2927777777777770,"0",20,"Femme","Economie et Gestion, Math-Eco","Licence 2","Autre Non-Européenne","5 (Facile)","Contribuer 20 avec les autres  pourque le gain soit maximal","",NA,"au debut tous ont contribué 20, mais a la fin 0. peut etre il fallait a continuer contribuer 20",1,7,163,"55",NA,1,7.33333349227905,9.54166698455811,12.4399995803833,9.15999984741211,0,1,1,0.109375,0,1,9.17777824401855,9.89583301544189,3,0,0,5,17,7,7,17,1,1,17.7777786254883,47.2281074523926,2,1,100,0,2,1,0,0,3,2,9.00925922393799,"RAND",22,7.33333333333333,8.5,28.2,"grouptype_is_mixed",36.097943631983,"LOW","LOW_STRAT"
"38","160321_1553",2,"subjects",1,20,8,"0","0",10,28,0,"106","75","0",26,30,28,11,NA,NA,NA,8535,8535,0,0,100,180,1,"208","CondCoop",NA,0,0,0,5,66,0,22,"0.6666666666666666",0,6,1,50,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,-216,-14,-192,"50",38500,19250,77000,100,"50",100,"962.5",1,80,100,180,100,"208",4,66,86,22,44,0,0,3141666666666660,"0",26,"Femme","Economie et Gestion, Math-Eco","Doctorat","Francaise","3","voir le comportement des autres","",NA,"Mieux et plus en fonction de ce que les autres jouaient",5,3,68,"24",NA,1,10,10.472222328186,12,9.52777767181396,0,1,1,0.00520833348855376,0,0,9.17777824401855,8.06666660308838,3,0,0,5,20,0,10,20,0,1,0,6.66666650772095,1,1,50,0,3,0,0,1,3,3,9.00925922393799,"STRAT",30,10,10,28,"grouptype_is_mixed",4.44444444444444,"LOW","LOW_STRAT"
"39","160321_1143",2,"subjects",1,10,5,"0","0",20,30,40.7889546351085,"0","62","0",27,50,30,16,NA,NA,NA,19.54,19.54,3,300,200,530,1,"318","CondCoop",NA,1,200,1,5,65,0,44,"0.6666666666666666",0.0236686390532545,2,1,100,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,-86,24,83,"100",77000,77000,77000,100,"100",100,"3850",1,330,200,530,200,"318",3,65,87,44,21,0,0,23.75,"0.02366863905325445",21,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 2","Francaise","5 (Facile)","Partager au maximum, tout garder si quelqu'un ne partage plus","",NA,"Partager tout, mais tenter de prendre un maximum sur la fin",3,1,10,"5",NA,0,16.6666660308838,10.472222328186,12,9.52777767181396,1,1,2,0.458333343267441,0,1,10.3541669845581,9.89583301544189,3,0,0,10,29.9999980926514,10,20,29.9999980926514,1,1,40.7889556884766,44.996711730957,5,2,100,0,2,0,0,0,4,3,9.00925922393799,"STRAT",50,16.6666666666667,15,30,"grouptype_is_mixed",42.4326101249178,"MEDIUM","HIGH_STRAT"
"40","160321_1553",2,"subjects",1,15,8,"0","0",0,38,6.66666666666667,"74","53","0",19,30,38,8,NA,NA,NA,11.16,11.16,0,0,80,180,0,"228","Others",NA,1,200,1,5,80,0,3866666666666660,"0.6666666666666666",0,6,0,80,0,20,20,20,20,20,20,30,30,10,0,30,30,20,20,40,30,50,60,0,10,-376,29,-56,"2285714285714280",6000,4628571428571420,77000,100,"-1285714285714280",100,"2314285714285710",0.317820863081864,50,10,180,80,"228",1,80,23,3866666666666660,4133333333333330,0,0,3141666666666660,"0",20,"Homme","Sciences dures (Mathématiques, Chimie, Biologie, Physique, Informatique)","Licence 2","Autre Non-Européenne","3","Comme dans le calcul des gains à chaque il y avait 20 (-) ma contribution. J'ai décidé de ne rien investir pour gagner le plus pour qu'on ne soustrait rien à mon gain et attendre la contribution des autres.","",NA,"Je pensais qu'ils allaient faire la meme chose que moi.",7,3,63,"24",NA,0,10,10.472222328186,9.5,9.52777767181396,1,0,1,0.0625,0,0,9.17777824401855,8.06666660308838,3,0,0,-8,30,10,10,30,0,1,0,6.66666650772095,1,1,22.8571434020996,0,3,0,0,1,4,2,9.00925922393799,"STRAT",30,10,15,38,"grouptype_is_mixed",4.44444444444444,"LOW","LOW_STRAT"
